tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels
"@bourgeoisalien @BlackBernieBabe The 2016 election is long over, and they're stirring the shit because they don't have perspectives relevant to the present. To paint Hillary Clinton as the crowned savior of feminism is honestly grotesque and a minimizatio",6,"['Annotator_714', 'Annotator_715', 'Annotator_716', 'Annotator_717', 'Annotator_718', 'Annotator_719']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent']","['South Africa', 'Latvia', 'South Africa', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'NO', 'NO', 'YES']"
"After finishing #SteveHarvey book #thinklikeasuccessactlikeasuccess, I rate it 10/10 🌟 in which I highly recommend , and now I will begin reading act like a lady think like a man 👀📖",6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
"@RSecretary2 @T5cythe @SeaweedLover916 I feel you. Making this whole matter even more annoying to deal with is we even refer to theories of human invariance as ""essentialism"", piling even more baggage onto the whole mess lmao",6,"['Annotator_520', 'Annotator_521', 'Annotator_522', 'Annotator_523', 'Annotator_524', 'Annotator_117']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'United Kingdom', 'Chile', 'Poland', 'United Kingdom', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"@TexasMoran @CardinalDolan He and the Archdiocese of NY refused to transfer his body to the Diocese of Peoria, in order to delay the beautification/canonization process from even beginning there. They made Peoria spend millions in legal battles to transfe",6,"['Annotator_617', 'Annotator_618', 'Annotator_619', 'Annotator_620', 'Annotator_621', 'Annotator_622']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Italy', 'Greece', 'United Kingdom', 'Australia']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
Here’s no bigger of a cock tease when Chelsea show Leo larger on the advertising boards all game and we’re forced to drink Singha at half time.,6,"['Annotator_651', 'Annotator_652', 'Annotator_653', 'Annotator_654', 'Annotator_655', 'Annotator_656']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'South Africa', 'South Africa', 'Portugal', 'United States', 'United Kingdom']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']"
"@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offen",6,"['Annotator_449', 'Annotator_450', 'Annotator_451', 'Annotator_452', 'Annotator_453', 'Annotator_454']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Poland', 'Spain', 'Greece', 'Mexico', 'Poland']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']"
Just ate thee hot ass chips I can’t feel my tongue 😭,6,"['Annotator_391', 'Annotator_392', 'Annotator_393', 'Annotator_394', 'Annotator_395', 'Annotator_396']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Latvia', 'South Africa', 'Poland', 'Mexico', 'Israel', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
"penis feeling so good this afternoon... a slow, long, teasing edging session so far... just making love to penis, giving him whatever he wants! #bateworld @BateWorld #bate #bator #batorlife #batorbro #batorbuddy #masturbator #masturbation #masturbate https://t.co/544V9Fstkr",6,"['Annotator_590', 'Annotator_591', 'Annotator_592', 'Annotator_593', 'Annotator_594', 'Annotator_595']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Italy', 'South Africa', 'Poland', 'Mexico', 'Greece', 'United States']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
All up for banter but this chat about GVB and Maloney about being small is absolutely tragic. Seen grown men and women slag their height 😂 that’s all new levels of fucking weird man.,6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
This is your punishment for trying to make your country a better place when it's fighting a drug war that mostly imprisons innocents and destroys families of our most vulnerable citizens and their children. https://t.co/143EJjuKrU,6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"And Nobody Does Anything While Pleople Dying! Why This Cruel Indifference, Why! #WeAreEqual #TheFundamentalRespectOfHumanRights #FoodForAll #WaterForAll #SaveTheAfricaFromExtremeDrought #LetsNotLeaveThemAlone #ToGiveAHand #SolidarityNotCharity #ClimateActNow",6,"['Annotator_674', 'Annotator_675', 'Annotator_676', 'Annotator_677', 'Annotator_678', 'Annotator_679']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@mscott7612 @HTScotPol Sturgeon will be putting on a costume with red underpants and calling herself Super Mammy,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'YES', 'NO', 'NO', 'YES']"
"Sharon: Oh, Loki, does this lipstick make me look like a clown?Loki: No, Barbie, no... it makes you look like a prostitute who caters exclusively *to* clowns.",6,"['Annotator_651', 'Annotator_652', 'Annotator_653', 'Annotator_654', 'Annotator_655', 'Annotator_656']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'South Africa', 'South Africa', 'Portugal', 'United States', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"THE FRENCH DISPATCH: look, it was *fine*, but it's basically three short films that don't hang together as a cohesive metanarrative and also it turns out Wes Anderson in smaller, concentrated doses doesn't work quite as well",6,"['Annotator_674', 'Annotator_675', 'Annotator_676', 'Annotator_677', 'Annotator_678', 'Annotator_679']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"Why would a woman accuse someone of hitting her if it was lies? I dont hit women and never been accused of such.Even my ex,never said that in a nasty divorce. https://t.co/z8S7wTvSq4",6,"['Annotator_805', 'Annotator_426', 'Annotator_806', 'Annotator_807', 'Annotator_808', 'Annotator_809']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent']","['South Africa', 'Spain', 'South Africa', 'Poland', 'Estonia', 'South Africa']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
@samishere78 @Radhaaa_K @theVishakhaJain @AzahsWin @6linesofcoke @im_tiagotaveira @skaijackson Due to racist Americans stereotyping us and giving dumbass names like Pajeet,6,"['Annotator_514', 'Annotator_515', 'Annotator_516', 'Annotator_517', 'Annotator_518', 'Annotator_519']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Poland', 'Poland', 'Portugal', 'Spain', 'Norway', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
"If a woman ever says ""everything is fine"", it isn't.I have learned this from experience, if something is ""not fine"", they just want you to be a psychic and work out what it is, sometimes, if you're lucky, you'll get a clue, otherwise you're in the doghouse until you work it out.",6,"['Annotator_662', 'Annotator_663', 'Annotator_664', 'Annotator_665', 'Annotator_666', 'Annotator_667']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Hungary', 'Portugal', 'Poland', 'Spain', 'Italy', 'South Africa']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"@datha29 @cmkahlon @Singh6Banarasi @ndtv Again another article blown out of proportion and twisted by Indians, he was referring to and explaining pardaah which is an Islamic rule to protect women. Even librel women can't deny this Islamic law",6,"['Annotator_572', 'Annotator_573', 'Annotator_574', 'Annotator_575', 'Annotator_576', 'Annotator_577']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'Hungary', 'Spain', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']"
"@LadyDoctorSays I'm not a sexist at all, women should be empowered, roe v Wade is the law of the land, but I'm so confused.",6,"['Annotator_791', 'Annotator_122', 'Annotator_396', 'Annotator_792', 'Annotator_793', 'Annotator_794']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['South Africa', 'Spain', 'South Africa', 'Hungary', 'Chile', 'Italy']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
@PeterQVirtus @heyitsmekae11 Sure. I mean I get the criticisms of the recent things done in the name of feminism. But the part of feminism that fights for equal rights for women is absolutely and obviously a good thing.,6,"['Annotator_425', 'Annotator_426', 'Annotator_427', 'Annotator_428', 'Annotator_429', 'Annotator_430']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Mexico', 'Portugal', 'Greece', 'United States']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']"
